,track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,streams_in_millions,months_since_released,mthly_streams
362,Neverita,Bad Bunny,1,2022,5,6,2590,30,671365962,122,A#,Major,88,43,50,7,0,14,5,671.36596,20,33.5683
363,Vista Al Mar,Quevedo,1,2022,9,8,1769,34,362361576,105,0,Minor,76,49,56,80,12,10,13,362.36158,15,24.15744
364,Sem Alianï¿½ï¿½a no ,"MC Xenon, Os Gemeos da Putaria",2,2022,12,23,454,4,93587665,83,C#,Major,53,40,36,73,0,11,33,93.58766,12,7.79897
365,Enemy (with JID) - from the series Arcane League of Legends,"Imagine Dragons, League of Legends, JID, Arcane",4,2021,9,3,6180,7,1223481149,77,B,Minor,72,59,76,24,0,42,28,1223.48115,28,43.69576
366,Revenge,XXXTENTACION,1,2017,8,25,3600,11,1022258230,140,B,Minor,75,18,25,78,0,11,26,1022.25823,77,13.27608
367,Bombonzinho - Ao Vivo,"Israel & Rodolffo, Ana Castela",2,2022,11,3,1254,6,263453310,158,C#,Major,65,72,95,31,0,92,5,263.45331,14,18.81809
368,LA CANCIï¿½,"J Balvin, Bad Bunny",2,2019,6,28,6398,31,1435127549,176,G,Major,75,43,65,15,0,11,32,1435.12755,54,26.57644
369,Quï¿½ï¿½ Ago,"Yuridia, Angela Aguilar",2,2022,10,20,660,15,236857112,98,B,Major,73,88,57,56,0,5,2,236.85711,14,16.91837
370,Love Again,The Kid Laroi,1,2023,1,27,1283,0,147538971,107,B,Minor,66,47,40,72,0,11,3,147.53897,11,13.41263
371,After Hours,The Weeknd,1,2020,2,19,8084,6,698086140,109,F,Minor,66,16,57,10,1,12,3,698.08614,47,14.8529
372,About Damn Time,Lizzo,1,2022,7,15,2332,2,723894473,109,A#,Minor,84,72,74,10,0,34,7,723.89447,17,42.58203
373,Born With A Beer In My Hand,Morgan Wallen,1,2023,3,3,203,0,34450974,148,0,Major,53,61,81,5,0,36,4,34.45097,10,3.4451
374,ýýýýýýýýýýýýýýýýýýýýý,Fujii Kaze,1,2020,5,20,685,14,403097450,158,F#,Minor,60,52,76,17,0,19,5,403.09745,44,9.16131
375,Besos Moja2,"Wisin & Yandel, ROSALï¿½",2,2022,9,29,2460,13,309483971,94,F,Minor,74,64,73,6,0,10,6,309.48397,15,20.63226
376,Maan Meri Jaan,King,1,2022,10,12,288,6,319566866,96,F#,Minor,70,40,51,35,0,10,4,319.56687,14,22.8262
377,Moscow Mule,Bad Bunny,1,2022,5,6,4572,33,909001996,100,F,Minor,80,29,67,29,0,12,3,909.002,20,45.4501
378,My Universe,"Coldplay, BTS",2,2021,9,24,6127,13,1061966512,105,A,Major,58,42,68,1,0,14,4,1061.96651,27,39.33209
379,Devil Donï¿½ï¿½ï¿½,Morgan Wallen,1,2023,3,3,166,0,32526947,125,0,Major,53,32,66,38,0,9,3,32.52695,10,3.2527
380,LLYLM,ROSALï¿½,1,2023,1,27,1838,0,124988687,170,F#,Minor,56,56,63,13,0,19,27,124.98869,11,11.36261
381,I'm Not Here To Make Friends,"Sam Smith, Calvin Harris, Jessie Reyez",3,2023,1,27,1890,0,103787664,115,0,Major,70,84,90,17,0,41,6,103.78766,11,9.43524
382,TRUSTFALL,P!nk,1,2023,1,27,2098,16,134255790,122,G#,Major,64,25,89,0,0,15,9,134.25579,11,12.20507
383,ANTIFRAGILE,LE SSERAFIM,1,2022,10,17,761,12,301051721,105,A#,Minor,88,82,80,8,0,11,8,301.05172,14,21.50369
384,Boy's a liar,PinkPantheress,1,2022,11,30,1225,0,156338624,133,F,Major,66,74,84,25,0,21,4,156.33862,13,12.02605
385,VIBE (feat. Jimin of BTS),"TAEYANG, Jimin",2,2023,1,13,415,2,152850295,100,0,Major,79,60,68,7,0,26,4,152.85029,11,13.89548
386,Shirt,SZA,1,2022,10,28,3469,0,309653982,120,D#,Minor,82,55,45,15,3,9,10,309.65398,14,22.11814
387,Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By,Rihanna,1,2022,10,28,3311,0,297328960,177,A,Major,25,17,30,90,0,13,3,297.32896,14,21.23778
388,STAR WALKIN' (League of Legends Worlds Anthem),Lil Nas X,1,2022,9,22,2616,0,332506354,142,D,Minor,64,31,72,15,0,9,5,332.50635,15,22.16709
389,"Sex, Drugs, Etc.",Beach Weather,1,2016,11,4,3006,16,480507035,144,E,Minor,57,47,84,1,1,52,4,480.50704,87,5.52307
390,Boy With Luv (feat. Halsey),"Halsey, BTS",2,2019,4,12,4260,0,1065580332,120,B,Minor,65,80,86,9,0,19,10,1065.58033,57,18.69439
391,"Hey, Mickey!",Baby Tate,1,2016,9,27,482,0,122763672,135,D,Major,92,73,51,55,0,15,6,122.76367,88,1.39504
392,Calm Down,Rï¿½ï,1,2022,2,9,4013,10,445763624,107,B,Major,81,82,78,38,0,12,4,445.76362,23,19.38103
393,Jhoome Jo Pathaan,"Arijit Singh, Vishal Dadlani, Sukriti Kakar, Vishal-Shekhar, Shekhar Ravjiani, Kumaar",6,2022,12,22,138,4,1365184,105,G,Major,82,62,74,10,0,33,7,1.36518,12,0.11376
394,Escapism. - Sped Up,"RAYE, 070 Shake",2,2022,11,25,1368,0,184308753,108,F#,Minor,44,38,77,9,0,9,20,184.30875,13,14.1776
395,Space Song,Beach House,1,2015,1,1,17852,4,789753877,147,0,Minor,51,62,79,22,13,14,3,789.75388,109,7.24545
396,Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],"BTS, Jung Kook, FIFA Sound",3,2022,11,20,889,20,323358833,115,0,Major,71,34,88,16,0,44,4,323.35883,13,24.87376
397,Te Felicito,"Shakira, Rauw Alejandro",2,2022,4,21,4796,9,606361689,174,F,Major,70,57,64,23,0,8,32,606.36169,20,30.31808
398,Muï¿½ï¿½,"Steve Aoki, Tini, La Joaqui",3,2023,1,12,658,6,120972253,90,A#,Minor,68,83,71,3,0,31,8,120.97225,11,10.99748
399,TV,Billie Eilish,1,2022,7,21,3009,2,338564981,141,E,Minor,41,9,25,84,1,14,4,338.56498,17,19.91559
400,I'm Not The Only One,Sam Smith,1,2014,1,1,17492,3,1606986953,82,F,Major,68,50,49,56,0,8,4,1606.98695,121,13.28088
401,Heather,Conan Gray,1,2020,3,20,6170,7,1301799902,92,F,Major,47,25,43,62,0,32,3,1301.7999,46,28.3
402,"Besharam Rang (From ""Pathaan"")","Vishal-Shekhar, Shilpa Rao, Caralisa Monteiro, Kumaar, Vishal Dadlani, Shekhar Ravjiani",6,2022,12,12,130,4,140187018,116,G#,Minor,77,65,80,6,0,15,4,140.18702,12,11.68225
403,One Kiss (with Dua Lipa),"Calvin Harris, Dua Lipa",2,2017,6,2,27705,10,1897517891,124,A,Minor,79,59,86,4,0,8,11,1897.51789,80,23.71897
404,Sugar Rush Ride,TOMORROW X TOGETHER,1,2023,1,27,359,0,107642809,125,A#,Minor,71,83,89,1,0,17,9,107.64281,11,9.78571
405,Pink Venom,BLACKPINK,1,2022,8,19,1963,16,551305895,90,0,Major,80,71,69,2,0,27,10,551.3059,16,34.45662
406,WAIT FOR U (feat. Drake & Tems),"Drake, Future, Tems",3,2022,4,27,5491,14,556585270,83,C#,Major,46,34,64,31,0,7,34,556.58527,20,27.82926
407,Don't Start Now,Dua Lipa,1,2019,10,31,27119,0,2303033973,124,B,Minor,79,68,79,1,0,10,8,2303.03397,50,46.06068
408,After Dark,Mr.Kitty,1,2014,8,8,1776,14,646886885,140,G#,Major,58,4,60,7,41,8,3,646.88688,114,5.67445
409,Eu Gosto Assim - Ao Vivo,"Gustavo Mioto, Mari Fernandez",2,2022,9,16,1473,4,222612678,154,0,Major,64,61,91,15,0,72,4,222.61268,15,14.84085
410,INDUSTRY BABY (feat. Jack Harlow),"Jack Harlow, Lil Nas X",2,2021,7,23,13315,0,1814349763,150,D#,Minor,74,89,70,2,0,5,6,1814.34976,29,62.56378
411,MIDDLE OF THE NIGHT,Elley Duhï¿,1,2020,1,10,4057,8,872137015,186,E,Minor,41,9,61,2,0,12,5,872.13702,48,18.16952
412,Atlantis,Seafret,1,2015,4,22,3045,6,571386359,166,G#,Minor,40,23,48,5,0,12,3,571.38636,105,5.44177
413,PUNTO 40,"Baby Rasta, Rauw Alejandro",2,2022,9,22,3006,12,304079786,107,0,Major,87,20,83,0,4,31,9,304.07979,15,20.27199
414,Evoque Prata,"DJ Escobar, MC MENOR SG, MC MENOR HR",3,2022,9,9,852,0,174006928,87,G,Major,87,52,52,31,0,28,24,174.00693,15,11.60046
415,How Do I Say Goodbye,Dean Lewis,1,2022,8,5,2163,15,284785823,82,G#,Major,40,39,64,21,0,7,7,284.78582,17,16.75211
416,Blind,SZA,1,2022,12,9,1484,0,163284000,114,A,Minor,46,60,28,91,0,21,4,163.284,12,13.607
417,Die For You,Joji,1,2022,11,4,1703,0,246390068,148,G#,Major,47,15,52,38,13,29,5,246.39007,14,17.59929
418,Doja,Central Cee,1,2022,7,20,4169,44,482257456,140,F#,Major,91,97,57,38,0,40,29,482.25746,17,28.36809
419,Gatita,Bellakath,1,2022,10,3,1054,0,168684524,101,G,Major,90,76,81,15,24,33,6,168.68452,15,11.24563
420,Rumble,"Skrillex, Flowdan, Fred again..",3,2022,1,17,2849,0,78489819,140,C#,Minor,81,6,84,5,23,6,6,78.48982,23,3.4126
421,Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage],"Travis Scott, 21 Savage, Metro Boomin",3,2022,12,2,1602,0,195516622,88,G,Minor,49,24,66,19,0,18,29,195.51662,13,15.03974
422,Yonaguni,Bad Bunny,1,2021,6,4,9644,28,1260594497,180,C#,Major,64,44,65,28,0,14,12,1260.5945,31,40.66434
423,Super Freaky Girl,Nicki Minaj,1,2022,8,12,4827,0,428685680,133,D,Major,95,91,89,6,0,31,24,428.68568,16,26.79286
424,Running Up That Hill (A Deal With God),Kate Bush,1,1985,9,16,21811,0,1024858327,108,A#,Minor,63,20,55,72,0,6,6,1024.85833,466,2.19927
425,Dream On,Aerosmith,1,1973,1,5,168,0,838586769,80,F,Minor,39,24,43,39,0,23,3,838.58677,620,1.35256
426,Limbo,Freddie Dredd,1,2022,8,11,688,0,199386237,75,B,Minor,80,46,62,3,6,11,46,199.38624,16,12.46164
427,Where Are You Now,"Lost Frequencies, Calum Scott",2,2021,7,30,10565,44,972509632,121,F#,Minor,67,26,64,52,0,17,10,972.50963,29,33.53481
428,WORTH NOTHING,"Twisted, Oliver Tree",2,2022,9,28,1612,0,213438580,140,D,Minor,58,17,62,18,0,20,8,213.43858,15,14.22924
429,Bad Habits,Ed Sheeran,1,2020,9,3,12755,8,1555511105,126,B,Minor,81,59,90,5,0,36,3,1555.5111,40,38.88778
430,KICK BACK,Kenshi Yonezu,1,2022,10,12,574,4,210038833,102,C#,Major,58,29,94,0,0,9,11,210.03883,14,15.00277
431,Evergreen (You Didnï¿½ï¿½ï¿½t Deserve Me A,Omar Apollo,1,2022,4,8,2499,0,227918678,82,A,Major,70,31,34,60,1,11,4,227.91868,21,10.85327
432,Good Days,SZA,1,2020,12,24,10426,2,826623384,121,C#,Minor,46,53,78,23,0,72,6,826.62338,36,22.96176
433,Levitating (feat. DaBaby),"Dua Lipa, DaBaby",2,2020,3,27,15894,8,1802514301,103,F#,Minor,70,92,83,1,0,7,6,1802.5143,45,40.05587
434,Woman,Doja Cat,1,2021,6,25,9424,0,1329090101,108,F,Minor,82,88,76,9,0,12,9,1329.0901,30,44.303
435,Shut up My Moms Calling - (Sped Up),Hotel Ugly,1,2022,9,14,713,7,181831132,85,F,Minor,65,36,47,31,0,12,10,181.83113,15,12.12208
436,Ferrari,"James Hype, Miggy Dela Rosa",2,2022,3,14,7758,28,462791599,125,C#,Minor,84,70,69,1,0,5,5,462.7916,21,22.0377
437,"You're On Your Own, Kid",Taylor Swift,1,2022,10,21,2537,2,348647203,120,D,Major,69,40,39,41,0,13,6,348.6472,14,24.90337
438,"Kesariya (From ""Brahmastra"")","Pritam, Arijit Singh, Amitabh Bhattacharya",3,2022,7,17,292,6,366599607,94,0,Major,58,44,57,57,0,10,3,366.59961,17,21.56468
439,Agudo Mï¿½ï¿½gi,"Styrx, utku INC, Thezth",3,1930,1,1,323,0,90598517,130,F#,Minor,65,49,80,22,4,7,5,90.59852,1144,0.07919
440,Payphone,"Maroon 5, Wiz Khalifa",2,2012,1,1,14143,4,1479264469,110,E,Major,74,51,74,2,0,29,4,1479.26447,146,10.13195
441,All I Want for Christmas Is You,Mariah Carey,1,1994,10,28,25653,0,1449779435,150,G,Major,34,33,63,16,0,7,4,1449.77944,355,4.08389
442,Last Christmas,Wham!,1,1984,1,1,22153,0,1159176109,107,B,Minor,74,88,65,28,0,46,3,1159.17611,486,2.38514
443,Rockin' Around The Christmas Tree,Brenda Lee,1,1958,1,1,14994,0,769213520,140,G#,Major,70,85,41,71,0,45,5,769.21352,803,0.95792
444,Jingle Bell Rock,Bobby Helms,1,1957,1,1,10326,0,741301563,119,D,Major,74,78,37,84,0,6,3,741.30156,815,0.90957
445,It's Beginning To Look A Lot Like Christmas,Michael Bublï¿,1,2011,10,14,12353,0,807561936,93,E,Major,35,38,23,91,0,29,3,807.56194,148,5.4565
446,Santa Tell Me,Ariana Grande,1,2013,12,13,9408,0,834129063,133,G,Major,46,53,63,5,0,30,18,834.12906,122,6.83712
447,It's the Most Wonderful Time of the Year,Andy Williams,1,1963,10,14,8879,0,663832097,202,G,Major,24,76,60,77,0,12,4,663.8321,733,0.90564
448,Let It Snow! Let It Snow! Let It Snow!,Dean Martin,1,1959,11,16,6512,0,446390129,134,C#,Major,45,72,24,91,0,18,4,446.39013,780,0.5723
449,Snowman,Sia,1,2017,1,1,5140,0,690104769,105,C#,Major,72,33,51,48,0,9,3,690.10477,85,8.11888
450,Underneath the Tree,Kelly Clarkson,1,2013,10,25,6596,0,485285717,160,G#,Major,51,69,81,0,0,21,5,485.28572,123,3.94541
451,Feliz Navidad,Josï¿½ï¿½ Felic,1,1970,11,1,3788,0,520034544,148,D,Major,50,96,82,47,0,34,4,520.03454,647,0.80376
452,Holly Jolly Christmas,Michael Bublï¿,1,2011,10,14,7655,0,476244795,151,G,Major,65,70,47,87,0,9,4,476.2448,148,3.21787
453,Mistletoe,Justin Bieber,1,2011,1,1,9577,0,629173063,162,F#,Minor,67,88,54,51,0,9,4,629.17306,158,3.98211
454,Sleigh Ride,The Ronettes,1,1963,11,22,10114,0,404664135,92,D,Major,53,84,77,40,0,32,3,404.66414,731,0.55358
455,Seek & Destroy,SZA,1,2022,12,9,1007,0,98709329,152,C#,Major,65,35,65,44,18,21,7,98.70933,12,8.22578
456,Love Language,SZA,1,2022,12,9,1127,0,110849052,65,A,Minor,71,55,26,85,0,13,8,110.84905,12,9.23742
457,Happy Xmas (War Is Over),"John Lennon, The Harlem Community Choir, The Plastic Ono Band, Yoko Ono",4,1971,12,1,10829,0,460492795,147,D,Major,33,39,61,32,0,77,3,460.4928,634,0.72633
458,Used (feat. Don Toliver),"SZA, Don Toliver",2,2022,12,8,1042,0,94005786,150,A#,Minor,73,71,69,53,0,32,9,94.00579,12,7.83382
459,A Holly Jolly Christmas - Single Version,Burl Ives,1,1952,1,1,7930,0,395591396,140,0,Major,67,81,36,64,0,15,3,395.5914,876,0.45159
460,The Christmas Song (Merry Christmas To You) - Remastered 1999,Nat King Cole,1,1946,11,1,11500,0,389771964,139,C#,Major,36,22,15,84,0,11,4,389.77196,939,0.41509
461,Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,1,1979,11,16,1685,0,403939487,95,B,Major,75,74,58,36,0,9,3,403.93949,537,0.75222
462,Do They Know It's Christmas? - 1984 Version,Band Aid,1,1984,11,25,14169,0,481697415,115,0,Major,60,23,57,0,2,27,3,481.69742,476,1.01197
463,Ghost in the Machine (feat. Phoebe Bridgers),"SZA, Phoebe Bridgers",2,2022,12,9,1634,0,110073250,125,F#,Major,62,59,43,84,3,11,5,110.07325,12,9.17277
464,Special,SZA,1,2022,12,9,906,0,88092256,76,0,Major,60,19,20,78,0,11,5,88.09226,12,7.34102
465,Merry Christmas Everyone,Shakin' Stevens,1,1984,1,1,1087,0,351636786,101,C#,Minor,72,91,87,14,0,13,3,351.63679,486,0.72353
466,Let It Snow! Let It Snow! Let It Snow!,"Frank Sinatra, B. Swanson Quartet",2,1950,1,1,10585,0,473248298,143,D,Major,60,86,32,88,0,34,6,473.2483,900,0.52583
467,SOS,SZA,1,2022,12,9,827,0,73981293,119,G,Minor,51,51,66,67,0,9,23,73.98129,12,6.16511
468,Open Arms (feat. Travis Scott),"SZA, Travis Scott",2,2022,12,8,1420,4,155653938,78,A,Major,67,22,59,76,1,15,16,155.65394,12,12.97116
469,White Christmas,"Bing Crosby, John Scott Trotter & His Orchestra, Ken Darby Singers",3,1942,1,1,11940,0,395591396,96,A,Major,23,19,25,91,0,40,3,395.5914,998,0.39638
470,Driving Home for Christmas - 2019 Remaster,Chris Rea,1,1986,1,1,888,0,429504768,180,A,Major,51,87,58,36,0,18,4,429.50477,462,0.92966
471,Christmas (Baby Please Come Home),Darlene Love,1,1963,11,22,9122,0,242767149,126,D#,Major,34,35,76,39,0,8,5,242.76715,731,0.3321
472,Gone Girl,SZA,1,2022,12,9,892,0,65362788,150,F,Major,43,42,44,57,0,15,6,65.36279,12,5.4469
473,F2F,SZA,1,2022,12,9,989,0,67540165,90,D,Major,53,47,74,9,0,34,4,67.54016,12,5.62835
474,Notice Me,SZA,1,2022,12,9,819,0,62019074,160,F,Major,72,78,68,28,0,11,12,62.01907,12,5.16826
475,Merry Christmas,"Ed Sheeran, Elton John",2,2017,11,10,2209,0,135723538,114,0,Major,59,60,94,24,0,10,4,135.72354,74,1.8341
476,It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),"Perry Como, The Fontane Sisters, Mitchell Ayres & His Orchestra",3,1958,1,1,6290,0,295998468,113,G,Major,73,72,32,77,0,15,5,295.99847,803,0.36862
477,My Only Wish (This Year),Britney Spears,1,2000,11,7,6952,0,261116938,147,0,Major,67,69,72,17,0,19,3,261.11694,281,0.92924
478,Antidepresan,"Mabel Matiz, Mert Demir",2,2022,11,4,313,2,136689549,100,B,Minor,70,92,59,3,0,10,3,136.68955,14,9.76354
479,Wild Flower (with youjeen),RM,1,2022,12,2,353,2,135611421,155,G#,Major,49,42,77,3,0,12,9,135.61142,13,10.43165
480,I Hate U,SZA,1,2021,12,3,4094,0,356709897,107,G,Minor,54,41,39,51,0,11,16,356.7099,25,14.2684
481,Raindrops (Insane) [with Travis Scott],"Travis Scott, Metro Boomin",2,2022,12,2,880,0,110649992,112,G#,Major,80,15,54,9,0,38,5,110.64999,13,8.51154
482,SPIT IN MY FACE!,ThxSoMch,1,2022,10,31,573,0,301869854,166,C#,Major,70,57,57,9,20,11,7,301.86985,14,21.56213
483,Deck The Hall - Remastered 1999,Nat King Cole,1,1959,1,1,3299,0,127027715,107,F#,Minor,69,96,36,81,0,8,4,127.02772,791,0.16059
484,Smoking on my Ex Pack,SZA,1,2022,12,9,811,0,57144458,81,G#,Major,47,33,68,24,0,22,38,57.14446,12,4.76204
485,Conceited,SZA,1,2022,12,9,899,0,56870689,150,C#,Major,79,77,46,5,0,11,7,56.87069,12,4.73922
486,Snow On The Beach (feat. Lana Del Rey),"Taylor Swift, Lana Del Rey",2,2022,10,21,2415,0,323437194,110,A,Major,66,19,32,69,0,12,4,323.43719,14,23.10266
487,Maroon,Taylor Swift,1,2022,10,21,2304,0,317726339,108,G,Major,64,4,40,6,0,10,6,317.72634,14,22.69474
488,Tubarï¿½ï¿½o Te,"Dj LK da Escï¿½ï¿½cia, Tchakabum, mc jhenny, M",4,2022,9,28,1003,0,116144341,130,E,Minor,89,48,74,30,0,7,36,116.14434,15,7.74296
489,Bejeweled,Taylor Swift,1,2022,10,21,2699,0,328207708,164,G,Major,70,39,56,6,0,9,7,328.20771,14,23.44341
490,Tarot,"Bad Bunny, Jhay Cortez",2,2022,5,6,2482,20,608228647,114,B,Minor,80,42,68,2,0,66,4,608.22865,20,30.41143
491,You Make It Feel Like Christmas (feat. Blake Shelton),"Gwen Stefani, Blake Shelton",2,2005,9,20,2577,0,180577478,93,F,Major,63,93,88,1,0,12,4,180.57748,222,0.81341
492,Desesperados,"Chencho Corleone, Rauw Alejandro",2,2021,6,25,6821,34,809306935,90,C#,Minor,87,51,69,36,0,9,8,809.30694,30,26.9769
493,Too Late,SZA,1,2022,12,8,714,0,49262961,128,B,Major,45,35,68,78,0,39,8,49.26296,12,4.10525
